left_context,delimiter,right_context,label
10 Vet,., App. ,0
t. App,.," 67, 7",0
(1997),;, Layno,0
ayno v,., Brown,0
 6 Vet,., App. ,0
t. App,.," 465, ",0
(1994),.," 

W",1
petent,.,  Kaha,1
hana v,., Shins,0
24 Vet,., App. ,0
t. App,., 428 (,0
(2011),;, see a,0
reau v,., Nicho,0
 492 F,.,3d 137,0
7 (Fed,., Cir. ,0
d. Cir,., 2007),0
 2007),.,  A ve,1
senses,.,  See ,1
 6 Vet,., App. ,0
t. App,.," 465, ",0
"5, 469",.,  Lay ,1
vation,.,  Barr,1
Barr v,., Nicho,0
21 Vet,., App. ,0
t. App,., 303 (,0
(2007),.,  Lay ,1
sional,.,  Jand,1
 492 F,.,3d 137,0
", 1377",.," 

I",1
 other,.,  See ,1
vans v,.," West,",0
12 Vet,., App. ,0
t. App,.," 22, 3",0
wens v,., Brown,0
 7 Vet,., App. ,0
t. App,.," 429, ",0
1995)),;, see a,0
nsch v,., Princ,0
15 Vet,., App. ,0
t. App,.," 362, ",0
ng so),.,  The ,1
eaches,.,  Guer,1
ieri v,., Brown,0
 4 Vet,., App. ,0
t. App,.," 467, ",0
(1993),.,  Othe,1
ionale,.,  See ,1
jean v,.," West,",0
13 Vet,., App. ,0
t. App,.," 444, ",0
(2000),;, see a,0
loom v,.,"West, ",0
12 Vet,., App. ,0
t. App,.," 185, ",0
(1999),.,  The ,1
 Board,.,"  Id.",1
d.  Id,.,"

Wh",1
denied,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
107(b),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,"102.
",0
 3.102,.,"

Se",1
lities,.,  His ,1
ndence,.,"

An",1
ession,.,"

A ",1
er NOS,.,"

Th",1
t 2009,.,  The ,1
on NOS,.,  The ,1
 years,.,"

A ",1
ndence,.,"

In",1
e duty,.,  He w,1
sorder,.,"

An",1
nships,.,"

A ",1
 years,.,  He w,1
ession,.,"

A ",1
sorder,.,"

In",1
isease,.,  He s,1
ervice,.,  He a,1
isease,.,"  

",1
er NOS,.,  He s,1
isease,.,  He n,1
bility,.,  The ,1
ildren,.,  This,1
usions,.," 

I",1
sorder,.,  She ,1
isease,;," scar,",0
 chest,;, and s,0
sorder,.,  The ,1
istory,.,  In s,1
iculty,.,  The ,1
bative,., This ,1
lusion,.,"

Af",1
lities,.,  The ,1
lities,.,  For ,1
en met,.,  See ,1
e 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
§ 5107,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,"102.
",0
 3.102,.,"


",1
ranted,.,"


",1
te one,., See B,1
Barr v,., Nicho,0
21 Vet,., App. ,0
t. App,.," 303, ",0
(2007),.," 

T",1
y 2009,.,  He r,1
ervice,.,  He r,1
arlier,.,  The ,1
dition,.,  X-ra,1
t knee,.,  X-ra,1
lities,.,  The ,1
t knee,.,  He e,1
 knees,.,  No n,1
dition,.,"  

",1
ee ACL,.,"

Th",1
r 2011,.,  He r,1
r 2009,.,  He a,1
t 2010,.,  The ,1
f 2000,.,  He d,1
injury,.,"

In",1
 knees,.,"

On",1
te one,., See B,1
Barr v,., Nicho,0
21 Vet,., App. ,0
t. App,.," 303, ",0
(2007),.,  As t,1
essary,.,"

Ev",1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 111,0
§ 1111,.,  The ,1
n 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 111,0
eports,.,"""  38 ",0
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304 (b,0
04 (b),.,  As t,1
s time,.,  Howe,1
ervice,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(b),0
304(b),.,"  

",1
stling,.,  He s,1
 (ACL),.,  The ,1
edible,.,  Ther,1
ervice,., See G,1
bert v,., Shins,0
26 Vet,., App. ,0
t. App,.," 48, 5",0
"vice"")",.,"

Ac",1
action,:,"

1.",1
":

1",., Obtai,1
itions,.,"

2.",1
".

2",., Sched,1
itions,.,  The ,1
aminer,.,"  

",1
inions,:,"

(a",1
 knees,.,"

(b",1
isease,.,"

(c",1
ervice,.,"

Th",1
nst it,.,"

Th",1
ndered,., If th,1
ilable,.,"

3.",1
".

3",., After,1
record,.,  If t,1
e Case,.,  An a,1
review,.,"

Th",1
manded,.,  Kuts,1
usky v,.," West,",0
12 Vet,., App. ,0
t. App,., 369 (,0
(1999),.,"

Th",1
atment,.,  The ,1
manner,.,  See ,1
e 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 51,0
 2014),.,"


",1
"___
K",., PARAK,0
ion Nr,:, 17103,0
n Date,:, 03/28,0
e Date,:, 04/11,0
KET NO,.,  12-1,0
sorder,.,"  

",1
ted by,:,	Veter,0
"D

M",., Taylo,0
t 1974,.,"  

",1
e (RO),.,"

In",1
opment,.,"  

",1
n 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 7,0
.S.C.A,., § 710,0
d 38 C,.,F.R. §,0
38 C.F,.,R. § 2,0
 C.F.R,., § 20.,0
. § 20,.,"901, t",0
ervice,.,  The ,1
tively,.,"  

",1
"T

1",.,  The ,1
(PTSD),.,"  

",1
" 

2",.,  The ,1
ervice,.,"  

",1
"W

1",.,  The ,1
ot met,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,"303, 3",0
"303, 3",.,304 (2,0
(2016),.,"

2.",1
".

2",.,  The ,1
en met,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,"303, 3",0
"303, 3",.,304 (2,0
(2016),.,"  
RE",1
record,.,  See ,1
cott v,., McDon,0
 789 F,.,3d 137,0
1 (Fed,., Cir. ,0
d. Cir,., 2015),0
 2015),;, Robin,0
nson v,., Peake,0
21 Vet,., App. ,0
t. App,.," 545, ",0
(2008),.,"

I.",1
".

I",.,  Laws,1
ervice,.,  See ,1
e 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 111,0
§ 1110,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303.  ,0
 3.303,.,"  ""To ",1
t show,:," ""(1) ",0
bility,;, (2) i,0
injury,;, and (,0
rement,.,"""  Hol",0
lton v,., Shins,0
 557 F,.,3d 136,0
6 (Fed,., Cir. ,0
d. Cir,., 2010),0
dden v,., Princ,0
 381 F,.,3d 116,0
7 (Fed,., Cir. ,0
d. Cir,., 2004),0
2004)),.," 

E",1
quires,:, (1) m,0
g PTSD,;, (2) c,0
curred,;, and (,0
ressor,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
304(f),.,"  

",1
iteria,.,  Effe,1
DSM-5),.,"  

",1
"

II",.,  Anal,1
sorder,.,  He m,1
n 1974,.,"  

",1
record,.,  Clem,1
mons v,., Shins,0
23 Vet,., App. ,0
t. App,., 1 (20,0
(2009),.,  The ,1
 claim,.,  Howe,1
y PTSD,.,"

Th",1
airman,.,  Alth,1
 Japan,.,"  

",1
y sort,.,  A Ja,1
nxiety,.,  In a,1
n 1974,.,"  

",1
ietnam,.,"  ""Ins",1
orders,.,'  It ,0
ietnam,.,"  

",1
esting,.,  Alth,1
t PTSD,.,"  

",1
sorder,.,"  See,",1
"See, e",.,"g., Yo",0
"e, e.g",.,", Youn",0
oung v,., McDon,0
 766 F,.,3d 134,0
3 (Fed,., Cir. ,0
d. Cir,., 2014),0
dence ,., . . i,0
nce . ,., . is ,0
e . . ,., is co,0
entify,.,""").  H",0
"ify."")",.,  Here,1
period,.,  Thus,1
ranted,.,"  

",1
sorder,.,  In a,1
ervice,.,  The ,1
bution,.,"  

",1
n part,.,  To t,1
butted,.,  See ,1
e 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 111,0
§ 1111,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(b),0
304(b),;, see a,0
bert v,., Shins,0
26 Vet,., App. ,0
t. App,., 48 (2,0
(2012),.,"  

",1
ervice,.,  See ,1
e 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
107(b),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,102.  ,0
 3.102,.,  As s,1
ranted,.,"  

",1
denied,.,"  

",1
ranted,.,"  

",1
RYAN T,., KESSE,0
ion Nr,:, 17169,0
n Date,:, 05/18,0
e Date,:, 06/05,0
KET NO,.,  09-3,0
"S

1",.,  Enti,1
nxiety,.,"

2.",1
".

2",.,  Enti,1
planus,.,"

3.",1
".

3",.,  Enti,1
bility,.,"

4.",1
".

4",.,  Enti,1
stroke,.,"

5.",1
".

5",.,  Enti,1
vision,.,"

6.",1
".

6",.,  Enti,1
bility,.,"

7.",1
".

7",.,  Enti,1
g loss,.,"

8.",1
".

8",.,  Enti,1
nnitus,.,"

9.",1
".

9",.,  Enti,1
isease,.,"

10",1
"

10",.,  Enti,1
isease,.,"

11",1
"

11",.,  Enti,1
(TDIU),.,"

12",1
"

12",., Entit,1
status,.,"


",1
ted by,:,	Disab,0
"D

P",., Olson,0
r 1989,.,"

Th",1
 Texas,.,  The ,1
folder,.,"

In",1
earing,.,  A tr,1
record,.,"

Th",1
(VBMS),.,"

Th",1
o 38 C,.,F.R. §,0
38 C.F,.,R. § 2,0
 C.F.R,., § 20.,0
. § 20,.,900(c),0
(2016),.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 7,0
.S.C.A,., § 710,0
 2014),.,"

Th",1
nnitus,;, entit,0
isease,;, entit,0
 (AOJ),.,"


",1
"T

1",.,  The ,1
 event,.,"

2.",1
".

2",.,  The ,1
ervice,.,  Ther,1
solved,.,  Late,1
l feet,.,"


",1
"W

1",.,  The ,1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"303, 3",0
"303, 3",.,304 (2,0
(2016),.,"

2.",1
".

2",.,  The ,1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
", 5107",;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"303, 3",0
"303, 3",.,306 (2,0
(2016),.,"


",1
nefits,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 51,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,156(a),0
"(a), 3",.,"159, 3",0
"159, 3",.,326(a),0
(2015),.,"  

",1
f 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 51,0
herein,.,  Ther,1
cation,.,  VA n,1
rmined,.,  VA f,1
 claim,.,  Ther,1
uested,.,"

Th",1
planus,;, howev,0
 claim,.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,159 (c,0
(c)(4),.,  Unde,1
ndon v,., Nicho,0
20 Vet,., App. ,0
t. App,., 79 (2,0
 claim,.,  In t,1
planus,.,  As s,1
essary,.,"

Se",1
planus,.,"  

",1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 113,0
§ 1131,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303(a),0
303(a),.,  Gene,1
injury,;, and a,0
ervice,.,  See ,1
dden v,., Princ,0
 381 F,.,3d 116,0
7 (Fed,., Cir. ,0
d. Cir,., 2004),0
 2004),.,"  

",1
ervice,.,  On R,1
y sort,.,  In A,1
it out,.,  On c,1
normal,.,  Thus,1
ervice,.," 

T",1
g PTSD,;, a lin,0
ressor,;, and c,0
curred,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304 (f,0
04 (f),.,  A di,1
h 38 C,.,F.R. §,0
38 C.F,.,R. § 4,0
 C.F.R,., § 4.1,0
R. § 4,.,125(a),0
DSM-V),.,  See ,1
79 Fed,., Reg. ,0
d. Reg,., 45099,0
 2014),.," 

I",1
tivity,.,  Thus,1
f 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 115,0
d 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304 (f,0
 apply,.,  Inst,1
rgeant,.,  At a,1
 again,.,  The ,1
hment),.,  At h,1
him up,.,  He a,1
arines,.,      ,1
curred,.,  The ,1
ervice,;, nor h,0
cation,.,  No p,1
ervice,.,"

Th",1
events,.,  The ,1
ssault,.,  The ,1
etails,., The V,1
 a bar,;, and t,0
ve NJP,.,  The ,1
memory,.,  In t,1
ervice,.,  On R,1
injury,.,"  

",1
edible,.,  Far ,1
record,.,"  

",1
record,.,  In S,1
gative,;, scree,0
sitive,.,  In a,1
sitive,.,  A Se,1
o PTSD,.,"""  
",0
] PTSD,.,"""  Sub",0
sorder,.,  Thus,1
appeal,.,"    
",1
f PTSD,.,  The ,1
rified,.," 

T",1
essors,.,  As s,1
 event,.,"  

",1
denied,.,  In r,1
ctrine,;, howev,0
icable,.,"

Pe",1
omatic,.,"""  On ",0
rouble,.,"  

",1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 111,0
 2014),.,  The ,1
ervice,.,  Gilb,1
bert v,., Shins,0
26 Vet,., App. ,0
t. App,.," 48, 5",0
(2012),.,  In t,1
 apply,.,"   
",1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 115,0
§ 1153,.,  Wher,1
", 38 U",.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 115,0
isease,.,"""  38 ",0
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 115,0
§ 1153,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,306(a),0
306(a),.,  For ,1
ervice,.,  Clea,1
 issue,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,306 (b,0
06 (b),.,  Temp,1
r 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 115,0
rsened,.,  Aggr,1
ervice,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,306 (b,0
06 (b),.,"

In",1
e week,.,  He d,1
roblem,.,  Asse,1
trains,.,  In M,1
 years,.,  The ,1
relief,.,  Exam,1
motion,.,  The ,1
uinous,.,  Diag,1
ndrome,.,  He w,1
pports,.,  The ,1
 Board,.,"""  In ",0
o arch,.,  The ,1
h area,.,  An u,1
tendon,.,"  

",1
rouble,;, in re,0
t camp,.,  On R,1
rouble,.,  On c,1
normal,.,"  

",1
ervice,.,      ,1
record,.,  Priv,1
t care,.,  At n,1
planus,.,"  

",1
planus,.,  Thus,1
denied,.,  In r,1
ctrine,;, howev,0
icable,.,"


",1
denied,.,"

En",1
denied,.,"


",1
nnitus,;, entit,0
isease,;, entit,0
a TDIU,;, and e,0
he AOJ,.,"

Th",1
irment,.,  The ,1
broken,.,"""  
",0
", 2003",;, howev,0
", 2003",.,      ,1
iotomy,.,  Ther,1
eurysm,.,"  

",1
e file,;, as su,0
e made,.,      ,1
appeal,.,  He t,1
"an, Dr",., Jacks,0
d hips,.,  The ,1
"ar, Dr",., Viesc,0
s back,.,  The ,1
s eyes,.,"

As",1
e made,.,"

In",1
stroke,.,  As s,1
stroke,.,  Furt,1
claims,.,  See ,1
rris v,., Derwi,0
 1 Vet,., App. ,0
t. App,.," 180, ",0
issue),.,"  

",1
action,:,"

(P",1
o 38 C,.,F.R. §,0
38 C.F,.,R. § 2,0
 C.F.R,., § 20.,0
. § 20,.,900(c),0
900(c),.,  Expe,1
uested,.,")

1",1
")

1",.,  The ,1
record,.,  If s,1
 of Dr,., Jacks,0
and Dr,., Viesc,0
", 2003",.,  Thes,1
folder,.,  The ,1
 issue,.,"

2.",1
".

2",.,  The ,1
idence,.,  If t,1
review,.,"

Th",1
manded,.,  Kuts,1
usky v,.," West,",0
12 Vet,., App. ,0
t. App,., 369 (,0
(1999),.,"

Th",1
atment,.,  The ,1
manner,.,  See ,1
e 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 51,0
 2014),.,"


",1
HAEL D,., LYON ,0
ion Nr,:, 14555,0
n Date,:, 12/17,0
e Date,:, 12/24,0
KET NO,.,  12-2,0
(PTSD),.,"  


R",1
ted by,:,	Disab,0
l 1969,.,  He i,1
luster,.,"

This",1
r PTSD,.,"

The ",1
o PTSD,.,  The ,1
record,.,  Clem,1
mons v,., Shins,0
23 Vet,., App. ,0
t. App,.," 1, 5 ",0
(2009),.,  Ther,1
e PTSD,.," 

In ",1
the RO,.,  A tr,1
s file,.,  At s,1
ration,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 2,0
 C.F.R,., § 20.,0
. § 20,.,1304(c,0
(2014),.,  Ther,1
idence,.,"

The ",1
 files,.,  A re,1
appeal,.,  Furt,1
s time,.,"  


F",1
ietnam,.,"  


C",1
re met,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,"303, 3",0
"303, 3",.,"304, 4",0
"304, 4",.,125 (2,0
(2014),.,"  


R",1
ations,.,"

The ",1
as a U,.,S. Arm,0
 a U.S,., Army ,0
ietnam,.,  He w,1
luster,.,  He c,1
ldiers,.,  The ,1
action,.,"  

Se",1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 111,0
§ 1110,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303(a),0
303(a),.,  Serv,1
ervice,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303(d),0
303(d),.," 

Dir",1
bility,;, in-se,0
injury,;, and a,0
injury,., Id.; ,1
ry. Id,.,; also,0
y. Id.,;, also ,0
luza v,., Brown,0
 7 Vet,., App. ,0
t. App,.," 498, ",0
", 78 F",.,3d 604,0
4 (Fed,., Cir. ,0
d. Cir,., 1996),0
able)],.," 


Se",1
h 38 C,.,F.R. §,0
38 C.F,.,R. § 4,0
 C.F.R,., § 4.1,0
R. § 4,.,125(a),0
(a) (i,.,"e., in",0
) (i.e,.,", in a",0
SM-IV),;, a lin,0
ressor,;, and c,0
curred,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
304(f),.,"

Acco",1
mptoms,.,  The ,1
others,.,  In a,1
horror,.,  See ,1
4th ed,., 1994),0
 1994),.,  In C,1
ohen v,., Brown,0
10 Vet,., App. ,0
t. App,.," 128, ",0
ressor,.,"""

Sat",0
vation,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(d),0
304(d),;, see a,0
ette v,., Brown,0
", 82 F",.,3d 389,0
9 (Fed,., Cir. ,0
d. Cir,., 1996),0
r 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §11,0
.S.C.A,., §1154,0
rvice),.,  In c,1
ervice,., See R,1
eves v,., Shins,0
 682 F,.,3d 988,0
9 (Fed,., Cir. ,0
d. Cir,., 2012),0
 2012),.,  The ,1
sorder,.,  See ,1
burn v,.," West,",0
12 Vet,., App. ,0
t. App,.," 296, ",0
(1999),.,"

The ",1
 claim,.,  McCl,1
lain v,., Nicho,0
21 Vet,., App. ,0
t. App,.," 319, ",0
(2007),.,  The ,1
gnosis,.,"""  Rom",0
wsky v,., Shins,0
26 Vet,., App. ,0
t. App,.," 289, ",0
(2013),.,"

When",1
aimant,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
§ 5107,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,102; G,0
 3.102,;, Gilbe,0
bert v,., Derwi,0
 1 Vet,., App. ,0
t. App,., 49 (1,0
(1990),.,"  

Th",1
juries,.,  The ,1
atment,.,  Foll,1
rmance,.,  In M,1
llness,.,  In a,1
f PTSD,.,  The ,1
y 1978,.,"  

Re",1
mities,.,  Alth,1
ession,.,  In a,1
eeping,.,  The ,1
aviors,.,  The ,1
r PTSD,.,""" 

Tw",0
atrist,.,  The ,1
ietnam,.,  The ,1
stress,.,  The ,1
nation,.,  The ,1
atment,.,  In N,1
iences,.,"  

Th",1
y 2011,.,  The ,1
h 2009,.,  On e,1
ficits,.,  The ,1
ervice,.," 

The",1
l 2012,.,  A pr,1
 smoke,.,  The ,1
h care,.,  In M,1
lities,.,  The ,1
ervice,.,  The ,1
ficits,.,  In a,1
educed,.,"  

In",1
vities,.,  Howe,1
casion,.,  In O,1
t wife,.,  In N,1
sorder,.,  VA t,1
worker,.,"

Duri",1
ervice,.,"  

Th",1
ranted,.,  As a,1
ecords,.,  More,1
essors,.,"

The ",1
essors,.,  The ,1
iteria,.,  Howe,1
nation,.,"  

On",1
ionale,.,  Neve,1
rement,.,  In 2,1
bility,.,  Howe,1
worker,.,  More,1
orders,.,"  

Th",1
ietnam,.,  Cons,1
ranted,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
§ 5107,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,102; G,0
 3.102,;, Gilbe,0
 supra,.,"  


O",1
ranted,.,"



__",1
"____
A",., JAEGE,0
ion Nr,:, 13404,0
n Date,:, 12/06,0
e Date,:, 12/20,0
KET NO,.,  08-0,0
stbite,.,"


REP",1
ted by,:,	The A,0
", 1977",.,"

This",1
labama,.,"

The ",1
e 2010,.,  Howe,1
earing,.,"

In N",1
opment,.,  The ,1
review,.,"

The ",1
appeal,.,  Foll,1
cision,.,  As s,1
 Board,.,  Gran,1
tham v,., Brown,0
 114 F,.,3d 115,0
9 (Fed,., Cir. ,0
d. Cir,., 1997),0
 1997),.,"


FIN",1
stbite,.,"



CO",1
en met,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
& Supp,., 2013),0
 2013),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,"159, 3",0
"159, 3",.,"303, 3",0
"303, 3",.,"304, 3",0
"304, 3",.,310 (2,0
(2013),.,"


REA",1
imants,.,  See ,1
e 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 51,0
", 5107",;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,156(a),0
"(a), 3",.,"159, 3",0
"159, 3",.,326(a),0
326(a),.,"

Upon",1
 claim,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
103(a),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,159(b),0
159(b),.,  Prop,1
 claim,;, (2) t,0
rovide,;, and (,0
h 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,159(b),0
(b)(1),.,  Pele,1
rini v,., Princ,0
18 Vet,., App. ,0
t. App,.," 112, ",0
(2004),.,  This,1
 (AOJ),.,  Mayf,1
ield v,., Nicho,0
 444 F,.,3d 132,0
8 (Fed,., Cir. ,0
d. Cir,., 2006),0
 2006),;, Peleg,0
rini v,., Princ,0
18 Vet,., App. ,0
t. App,., 112 (,0
(2004),.,"

VA's",1
 dates,.,  The ,1
h 2013,.,  Alth,1
record,.,"

Next",1
 claim,.,  This,1
essary,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
 5103A,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,159.  ,0
 3.159,.,  In t,1
atment,.,"

The ",1
 claim,.,  Cons,1
Center,;, howev,0
 range,.,  Simi,1
r 2012,.,  Thus,1
ecords,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,159(c),0
(c)(2),.,"

The ",1
h 2013,.,  The ,1
inions,.,  Addi,1
sorder,.,  Mart,1
inak v,., Nicho,0
21 Vet,., App. ,0
t. App,.," 447, ",0
(2007),.,"

For ",1
